icd_code,root
V00132A,V00
69460,
I82619,I82
71841,M24
D739,D73
2823,D58
O30132,O30
S82891D,S82
G4452,G44
J120,J12
W130XXS,W13
7175,M23
L980,L98
S36499A,S36
S31604A,S31
B780,B78
B768,B76
E1300,E13
1100,B35
Z8059,Z80
H5460,H54
G6282,G62
Z1401,Z14
T1491,T14
X713XXA,X71
94890,
94234,T21
94530,T24
66221,O63
7923,R83
1922,C72
E348,E34
9509,
E9132,
Z9102,Z91
M5080,M50
23873,D48
5249,
55302,K41
M50021,M50
78933,R10
V00321A,V00
D269,D26
9949,
V195,
M954,M95
B9781,B97
S66322A,S66
S61218A,S61
1463,C09
Y248XXS,Y24
T451X2A,T45
5671,K67
M2041,M20
9725,T46
H53411,H53
H53142,H53
S02609B,S02
D1724,D17
R9341,R93
S36591A,S36
S31634A,S31
S31031A,S31
95214,
H5503,H55
V0739,Z51
S24109A,S24
B000,B00
59681,N32
Q444,Q44
6108,
S12491A,S12
M60021,M60
01193,A15
6183,N81
71897,M24
H8149,H81
S11023A,S11
S21332A,S21
S31639A,S31
S11013A,S11
80602,S14
S86322A,S86
S92215A,S92
M25375,M25
I6613,I66
17332,C44
E9262,
94401,T23
S12291A,S12
T753XXA,T75
E0031,
9244,S70
V2950XA,V29
M25012,M25
C188,C18
M4815,M48
S32010D,S32
H8391,H83
M7710,M77
72191,M47
T490X1A,T49
L818,L81
H11133,H11
87354,S01
K05319,K05
K08539,K08
9055,S02
M13812,M13
29522,F20
E9055,
75983,Q89
R402334,R40
C9112,C91
O0484,O04
O0489,O04
R10811,R10
V4450,
L97312,L97
H059,H05
T22312A,T22
T22311A,T22
K000,K00
X158XXA,X15
1528,C17
T43505S,T43
T381X1A,T38
E8188,
S70361A,S70
37021,H16
5244,
S22072A,S22
E9455,
1420,C07
M76892,M76
80230,S02
87374,S01
S0993XA,S09
H353220,H35
81230,S42
M92219,M92
23773,D44
8483,S03
7279,M65
S52301A,S52
S12591A,S12
T80311A,T80
E9538,
I83899,I83
55001,K40
A829,A82
W5381XA,W53
S14113A,S14
71907,M25
O24012,O24
O210,O21
C9290,C92
C9191,C91
V0489,Z23
T528X1A,T52
F10151,F10
N7091,N70
A5611,A56
S42254A,S42
H53133,H53
O611,O61
85121,S06
29582,F20
80075,S02
E8383,
E9172,
T8459XD,T84
00846,A04
0987,A54
I63319,I63
S01121A,S01
S2001XA,S20
C720,C72
M0689,M06
S82115A,S82
S8264XA,S82
51634,J84
67404,O99
0991,A57
86419,S36
S15312A,S15
S148XXA,S14
96902,
3862,H81
7509,Q38
V5399,
74442,
H4421,H44
T7491XA,T74
Y07499,Y07
Z742,Z74
S80922A,S80
S80921A,S80
V110XXA,V11
I69193,I69
H05232,H05
6395,O08
6393,O08
65843,
6394,O08
T7802XA,T78
G5612,G56
85235,S06
E9528,
75329,
E9570,
71104,M00
H6992,H69
M80052A,M80
6151,N71
T7849XD,T78
I82A22,I82
F1493,F14
30012,F41
F0632,F06
E103531,E10
M4037,M40
7542,Q67
2661,E53
I70422,I70
O24112,O24
O26852,O26
Z967,Z96
80091,S02
80146,S02
E7030,E70
D169,D16
Y92192,Y92
37951,H15
Z391,Z39
V155,Z91
M84422K,M84
64852,
64842,
S37828A,S37
L7601,L76
H402230,H40
20021,C83
I69314,I69
Q622,Q62
71198,M00
36270,H35
T7411XS,T74
Y040XXS,Y04
8793,S21
T751XXA,T75
E9177,
29604,F30
H05229,H05
T5491XA,T54
43852,I69
E5111,E51
Z87312,Z87
A938,A93
E738,E73
M62461,M62
S42221A,S42
V4792XA,V47
2117,
H7190,H71
M2240,M22
75610,Q75
S82101D,S82
86221,S27
E631,E63
M9712XD,M97
T401X1S,T40
Z452,Z45
M25421,M25
S42109A,S42
H9213,H92
V874XXA,V87
B003,B00
S20313A,S20
V6089,
55093,K40
T8509XD,T85
3590,G71
N8501,N85
C8370,C83
C865,C86
E848,
D434,D43
71821,M24
S42192A,S42
H02206,H02
O326XX0,O32
M25441,M25
Z4781,Z47
2726,E78
71895,M24
9082,
71108,M00
S12000D,S12
O080,O08
7934,R93
S42211D,S42
F325,F32
R399,R39
87323,S01
8691,S36
T43691A,T43
V230,O09
M4855XD,M48
M8458XG,M84
E8659,
X101XXA,X10
80061,S02
Z89201,Z89
53901,K95
L814,L81
S55191A,S55
8418,S53
86351,
86350,
M6701,M67
W1849XD,W18
F13951,F13
72679,M75
Y92310,Y92
S92515A,S92
E9102,
M84421D,M84
29021,F03
17362,C44
5229,K04
H40023,H40
D4620,D46
R402444,R40
C8449,C84
20018,C83
S65812A,S65
S55212A,S55
S6412XA,S64
3679,
3670,
S63283A,S63
M25332,M25
20011,C83
S59811A,S59
S7223XD,S72
S27399S,S27
E113592,E11
61889,N81
85160,S06
2589,E31
29384,F05
I950,I95
G450,G45
D3A019,D3A
S93421A,S93
G26,G26
C101,C10
V8652XA,V86
68111,L03
O745,O74
Q181,Q18
79510,R87
71904,M25
M84459D,M84
T836XXA,T83
65451,O34
67002,
L551,L55
58081,N00
R1907,R19
37454,H02
C6932,C69
B0223,B02
H43391,H43
33912,G44
E8231,
S35319A,S35
S3510XA,S35
S63232A,S63
Y92124,Y92
5161,J84
M14671,M14
C7650,C76
72762,M65
T3992XA,T39
I69152,I69
I69264,I69
63300,O00
2312,D02
6261,N91
1945,C74
6246,N90
V6546,Z76
C311,C31
H04212,H04
H50111,H50
S92412A,S92
S82201A,S82
T431X5A,T43
30412,F11
S52592B,S52
S52512B,S52
S52572B,S52
R1904,R19
N949,N94
32372,G04
H4011X2,H40
7459,Q20
79925,R69
42292,I41
O9A213,O9A
O24419,O24
Z62890,Z62
R402110,R40
R402340,R40
I83213,I83
L97318,L97
G245,G24
S42322A,S42
M9732XA,M97
65953,O61
64233,O10
Z59819,Z59
O0487,O04
O035,O03
O0339,O03
O0333,O03
O99315,O99
O99335,O99
1431,
M180,M18
S76311A,S76
Z4549,Z45
N94819,N94
5186,J98
V655,Z76
4461,
O98712,O98
O98612,O98
M87878,M87
S52351A,S52
S52251A,S52
F902,F90
D763,D76
2792,D80
38913,H90
00841,A04
5071,J69
71533,M15
5519,K41
E9554,
85194,S06
S72401B,S72
9596,T14
07059,B15
27784,E84
D3611,D36
H02103,H02
Q031,Q03
I69361,I69
2382,D48
8419,S53
T7804XA,T78
S68422A,S68
S32591D,S32
T84121A,T84
V00181A,V00
1898,C64
M24521,M24
86352,
T6101XA,T61
M23200,M23
S65191S,S65
S32012A,S32
M4015,M40
W51XXXA,W51
M63852,M63
S72145A,S72
4711,J33
M439,M43
K50919,K50
06641,
06642,
3212,B45
E9324,
71681,M12
L00,L00
L490,L49
1451,C06
S30813A,S30
T603X2A,T60
A1781,A17
H2710,H27
K381,K38
9531,S14
6398,O08
T23031A,T23
X153XXA,X15
2548,E32
Q53112,Q53
82392,S82
92321,S40
4789,J34
S12100S,S12
S72301B,S72
S42401B,S42
K5140,K51
S52371A,S52
S098XXA,S09
7294,M79
86394,
Z2809,Z28
M71372,M71
17341,C44
T463X1A,T46
K08531,K08
T50904A,T50
V580,Z51
I370,I37
Q221,Q22
L89523,L89
2729,E78
L24A0,L24
M65342,M65
84519,S96
T450X2D,T45
C49A1,C49
O364XX0,O36
O1403,O14
Z371,Z37
O901,O90
S299XXA,S29
C518,C51
S31644A,S31
S31135A,S31
S31134A,S31
S71032A,S71
V094,Z16
I70491,I70
S91209A,S91
80603,S14
C4A9,C4A
S72141G,S72
7947,R94
F428,F42
S66121A,S66
S66123A,S66
C168,C16
C8288,C82
F1194,F11
I70249,I70
H40009,H40
D492,D49
D8682,D86
H4612,H46
S35292A,S35
F14229,F14
S36498A,S36
S36593A,S36
S31041A,S31
X958XXA,X95
7933,R93
V5401,Z51
I69912,I69
H44119,H44
H35069,H35
W16012A,W16
D1722,D17
D1720,D17
2594,E30
30543,F10
30303,F10
I69352,I69
G43019,G43
M75121,M75
A071,A07
C7940,C79
1630,C38
E098,E09
M85842,M85
M85841,M85
E8258,
9112,S20
9122,S40
C8465,C84
1638,C38
53640,K31
K5701,K57
M80851A,M80
9125,S40
M67432,M67
A369,A36
37001,H16
C661,C66
R928,R92
L24B1,L24
N539,N53
71952,M25
T84114A,T84
S72301K,S72
6083,N49
Q323,Q32
E71440,E71
Q788,Q78
M47893,M47
7969,R89
80306,S02
72991,M79
90249,S35
S25499A,S25
E034,E03
1591,
S52222B,S52
Q9381,Q93
D821,D82
99988,T88
B338,B33
O2243,O22
N2886,N28
Z8775,Z87
S01401A,S01
81251,S42
92302,S40
Z8545,Z85
S32455A,S32
I8012,I80
I80212,I80
71783,M23
I25790,I25
6069,N46
O10912,O10
O211,O21
O660,O66
30583,F10
V635XXA,V63
118,B48
O360920,O36
37312,
M21961,M21
S8291XS,S82
M00069,M00
L8942,L89
V00841A,V00
O8621,O86
S85172A,S85
S66812A,S66
72979,M79
I70333,I70
T827XXD,T82
Z89011,Z89
Z702,Z70
7320,M42
S81012D,S81
W25XXXD,W25
8872,S68
L89509,L89
74710,
J95863,J95
V2501,Z30
64274,O10
9528,
M25529,M25
7513,Q43
Q784,Q78
9619,T37
M84452D,M84
S12100D,S12
Y0802XD,Y08
C8528,C85
J358,J35
Z972,Z97
O1203,O12
O747,O74
N6323,N63
E060,E06
1920,C72
S14153A,S14
S0191XD,S01
73630,M21
86320,
M11861,M11
30009,F41
S02118G,S02
S12500S,S12
S06371A,S06
T17528A,T17
M75111,M75
S83241A,S83
01405,
G8100,G81
V0100XA,V01
N870,N87
M24412,M24
71847,M24
V4970,R68
36130,H33
2380,D48
L89529,L89
L89519,L89
M71159,M71
7817,R25
L89019,L89
86811,
E8153,
9168,S70
62135,N84
S066X0D,S06
E113553,E11
G8331,G83
Z3A10,Z3A
5513,K41
2891,D75
D6109,D61
C7651,C76
F15229,F15
S14121A,S14
36218,H35
24920,
H526,H52
Z639,Z63
87264,S01
T381X5A,T38
72813,M60
75567,
A5279,A52
05311,B02
38003,H61
6920,L24
S46111A,S46
V1811,Z83
E3121,E31
S066X5A,S06
S06345A,S06
F8181,F81
75614,Q75
M6089,M60
S86012A,S86
S96812A,S96
7355,M20
L98412,L98
6230,N89
S45092A,S45
M87350,M87
E9850,
M7752,M77
65821,
H11003,H11
2300,D00
H8303,H83
E9870,
H5203,H52
S92332B,S92
S92342B,S92
S92255A,S92
E2601,E26
E233,E23
T476X6A,T47
M00842,M00
S728X2A,S72
6950,L53
1728,C43
1521,C17
B399,B39
H53483,H53
F19930,F19
B340,B34
M9731XA,M97
M80021A,M80
M800AXA,M80
S33111A,S33
S32599A,S32
R40241,R40
T43014A,T43
E10339,E10
O7103,O71
O714,O71
O1205,O12
O9972,O99
S12330A,S12
797,R41
1229,B67
N4283,N42
3869,H81
F3340,F33
73345,M81
G212,G21
T603X1S,T60
S0451XS,S04
94850,
94325,T22
94519,T24
S42402S,S42
S32018B,S32
S21102A,S21
S31829A,S31
O368120,O36
O1012,O10
73609,M21
78865,N23
4512,I80
B658,B65
S01551A,S01
S72122A,S72
H00016,H00
32081,G00
1109,B35
N4830,N48
M47894,M47
S21142A,S21
94400,T23
S92312B,S92
S62231A,S62
D141,D14
L908,L90
E0510,E05
S14155D,S14
71683,M12
71687,M12
T43223A,T43
75323,
K069,K06
R3989,R39
S92134A,S92
S92214A,S92
S92024A,S92
S9301XA,S93
48231,J15
04590,
56943,K62
V182,Z83
37123,H17
37942,H15
S7411XA,S74
81249,S42
Z652,Z65
K51811,K51
78322,R63
L850,L85
M60062,M60
80476,S02
T788XXA,T78
E103291,E10
N944,N94
R290,R29
20148,C81
C7A098,C7A
S90862A,S90
L986,L98
N023,N02
78056,R45
S12201D,S12
S42325A,S42
2153,
R402320,R40
S2760XA,S27
7386,M95
H61812,H61
C7B00,C7B
L1089,L10
C9142,C91
R82994,R82
A779,A77
R5600,R56
R402443,R40
J0391,J03
I83212,I83
S0267XA,S02
W098XXA,W09
M0520,M05
I791,I79
H18233,H18
H54415A,H54
S86011D,S86
H5052,H50
3596,G71
M11241,M11
S42011A,S42
N889,N88
267,E54
72671,M75
01890,A19
D7802,D78
T17808A,T17
M4633,M46
M7520,M75
X748XXA,X74
1906,C69
Z946,Z94
Z3A16,Z3A
V5302,
94333,T22
S7000XA,S70
C381,C38
F15959,F15
N83299,N83
T189XXA,T18
80718,S22
9515,
Y92320,Y92
82391,S82
K5989,K59
36974,H54
M1A39X1,M1A
S46911A,S46
T2122XA,T21
C148,C14
G4459,G44
1401,C00
K4040,K40
Q437,Q43
95209,
H6593,H65
M84432D,M84
M84412D,M84
M84454D,M84
O895,O89
S42201S,S42
M5184,M51
V5422,Z51
T8452XS,T84
M24052,M24
C573,C57
S72491C,S72
S82391C,S82
S92211A,S92
L89023,L89
C8191,C81
I151,I15
73720,M40
F062,F06
S91115A,S91
I279,I27
M60071,M60
G544,G54
O99311,O99
O99351,O99
O98411,O98
O99331,O99
Z86007,Z86
7591,Q89
8322,S53
99949,T88
37589,H04
20482,C91
36241,H35
S0005XA,S00
K0500,K05
1887,C67
E74818,E74
85195,S06
K262,K26
G43801,G43
M1651,M16
M85851,M85
S42492B,S42
S42422B,S42
S35492A,S35
7241,M48
05829,
M5033,M50
42299,I41
Z96621,Z96
L97326,L97
M1A00X0,M1A
Z3A15,Z3A
S42201B,S42
S1010XA,S10
80060,S02
80160,S02
V9039,Z18
S14102S,S14
S12200S,S12
74722,
S62521B,S62
L731,L73
80711,S22
53311,K27
V144,
30189,F60
O752,O75
1209,
Y9329,Y93
33384,
0311,A31
80623,S14
S92422A,S92
H3400,H34
H53121,H53
69279,L24
73620,M21
M1239,M12
V0109XA,V01
1714,C49
N6321,N63
Z59811,Z59
H44009,H44
M60009,M60
79430,R94
83902,S13
S92141B,S92
S62131A,S62
S92031A,S92
S62141A,S62
S68120A,S68
71811,M24
O42113,O42
O26873,O26
I63313,I63
V4392XA,V43
E9587,
K8060,K80
M7731,M77
6803,L02
73013,M86
M8950,M89
64624,O31
D464,D46
E103393,E10
T402X5S,T40
Y722,Y72
129,B82
S82241B,S82
S82441B,S82
34630,G43
S52515A,S52
J8482,J84
Q619,Q61
S2242XB,S22
S42192B,S42
S81042A,S81
O161,O16
O695XX0,O69
T8161XA,T81
H353110,H35
R40244,R40
4541,I83
W1781XA,W17
V409XXA,V40
Z555,Z55
Q2547,Q25
24221,E05
71511,M15
0844,B50
20312,C90
33189,G30
20530,C92
20492,C91
2458,E06
O0090,O00
O24011,O24
T43644A,T43
T391X4A,T39
T40414A,T40
M60872,M60
67154,O22
S1194XA,S11
N99530,N99
S37012D,S37
S37022A,S37
S7221XD,S72
T420X5S,T42
Y92028,Y92
V6149,Z63
I69812,I69
34691,G43
S62305A,S62
9273,
4572,I97
S023XXD,S02
S39011A,S39
36645,H26
M71559,M71
4565,I85
20512,C92
M00252,M00
3336,
O2513,O25
O43123,O43
L609,L60
79955,R69
E9888,
T402X6A,T40
C577,C57
M4036,M40
85316,S06
36512,H40
S52512A,S52
F14920,F14
H57813,H57
O99325,O99
O113,O11
O352XX0,O35
N993,N99
9683,
E9506,
M00231,M00
M00271,M00
S63391A,S63
T447X4A,T44
M6588,M65
E11341,E11
986,T58
E8689,
T8069XA,T80
T8486XA,T84
T84048A,T84
82019,S72
83801,
86344,
N6011,N60
75672,Q75
S63286A,S63
1455,C06
V2509,Z30
L4059,L40
S92592A,S92
R934,R93
S90921A,S90
S343XXA,S34
G8253,G82
Y92095,Y92
S60521A,S60
88023,
H02843,H02
2101,D10
05889,
85196,S06
V6129,Z63
M154,M15
G0402,G04
29502,F20
E71314,E71
A488,A48
V6107,Z63
V4369,
2881,D70
M00072,M00
L590,L59
G09,G09
59371,N28
O2302,O23
C9440,C94
S20329A,S20
S1092XA,S10
C9441,C94
M3310,M33
04671,
S92114A,S92
S63260A,S63
S63262A,S63
S63264A,S63
S63266A,S63
M24441,M24
34431,G82
H401290,H40
61804,N81
S52602B,S52
B0189,B01
H35419,H35
Q339,Q33
C44609,C44
S22089S,S22
92309,S40
E10620,E10
F913,F91
J1089,J10
L608,L60
M65322,M65
M7630,M76
6239,N89
M9701XD,M97
1489,C13
92310,S40
63592,
C44629,C44
96901,
M50320,M50
T41292A,T41
S37002A,S37
W15XXXA,W15
36601,H26
K9403,K94
S52202D,S52
K05329,K05
80180,S02
80080,S02
37652,H05
E8839,
M5011,M50
L97801,L97
85120,S06
Z2259,Z22
E8908,
M87871,M87
S00521A,S00
I63429,I63
Y93E9,Y93
Y92412,Y92
M20092,M20
E0800,E08
G371,G37
O43193,O43
S72009D,S72
74900,Q35
H4389,H43
C44222,C44
74686,
E113213,E11
L7681,L76
T2029XA,T20
H02101,H02
94203,T21
6940,
L040,L04
S86812A,S86
T39095A,T39
G64,G64
9540,
83813,
F11951,F11
M435X2,M43
C8440,C84
S32392D,S32
5207,K00
C7A00,C7A
C8583,C85
B012,B01
B0081,B00
M8088XS,M80
M2619,M26
V601,
R29890,R29
S00422A,S00
36620,H26
S89002A,S89
S89202A,S89
38022,H61
I862,I86
O403XX1,O40
O321XX1,O32
O6981X1,O69
D72824,D72
8055,S12
E9201,
S20222A,S20
E298,E29
99687,T82
71918,M25
E244,E24
S0003XD,S00
M7751,M77
T8489XS,T84
0941,A52
J1082,J10
L02821,L02
9578,
T85695A,T85
72690,M75
M00071,M00
M14662,M14
N99523,N99
Z3182,Z31
20033,C83
S298XXS,S29
Y36290S,Y36
V891XXA,V89
T81590A,T81
K50918,K50
E0080,
S78122A,S78
S32401B,S32
M00871,M00
A5481,A54
S90852A,S90
E10349,E10
L0501,L05
E103522,E10
T8584XA,T85
E10329,E10
H43821,H43
17352,C44
S32592B,S32
S32591B,S32
N032,N03
9164,S70
S471XXA,S47
01730,
M303,M30
11505,B39
M60073,M60
M2062,M20
82132,S72
S72032A,S72
V8289,Z13
L950,L95
L918,L91
41070,I21
L02229,L02
T82318A,T82
O2653,O26
99772,
S32691A,S32
37556,H04
36810,H53
S14135A,S14
M25761,M25
F12129,F12
Z4659,Z46
S93491A,S93
S42324A,S42
M4035,M40
M532X5,M53
9766,T49
Z77120,Z77
Z600,Z60
2119,
L89024,L89
L89014,L89
T8082XA,T80
99761,
S06330A,S06
S06329D,S06
S06319D,S06
T59811A,T59
X021XXA,X02
9948,
E9250,
M84512A,M84
K1122,K11
S82292B,S82
L128,L12
5361,K31
83503,S73
D720,D72
M9250,M92
J371,J37
29011,F03
A832,A83
47870,J34
S31612A,S31
S36123A,S36
H4420,H44
V4353XA,V43
40210,I11
S01321A,S01
R801,R80
M7582,M75
M7530,M75
M3509,M35
V4031,F81
S27301A,S27
H70093,H70
M7702,M77
V9203XA,V92
I744,I74
38904,H90
V147,
80431,S02
V672,Z09
V671,Z09
T86840,T86
S82122A,S82
H6060,H60
01894,A19
T491X6A,T49
V1352,Z87
4429,I72
S22060S,S22
01186,A15
J0191,J01
K030,K03
G3289,G32
K5713,K57
E8217,
29573,F20
H54413A,H54
S82865A,S82
F17293,F17
D734,D73
Y9363,Y93
Y92520,Y92
T86858,T86
H40212,H40
3831,H70
2298,
Z595,Z59
Z89519,Z89
40492,
M25841,M25
M7550,M75
S92301A,S92
V1583,Z91
H34839,H34
S29092A,S29
64103,O44
H21532,H21
H6022,H60
S62316D,S62
28269,D58
F338,F33
E9314,
05371,B02
V0759,Z51
D804,D80
G723,G72
E8491,
M24512,M24
M24522,M24
M24532,M24
S82434A,S82
T81596A,T81
M25541,M25
S0086XA,S00
80114,S02
E9580,
71835,M24
T561X1S,T56
9290,
E9190,
8761,S31
64133,O44
65103,O30
33982,G44
M4714,M47
M4304,M43
H25019,H25
Y92816,Y92
83816,
9994,T88
M25312,M25
M4833,M48
36400,H20
F1293,F12
S00431A,S00
0919,A51
94100,T20
M40292,M40
65571,
66801,
85232,S06
M87152,M87
H53431,H53
H401193,H40
M8610,M86
V1363,Z87
K56691,K56
D201,D20
R826,R82
A5202,A52
V7651,Z12
72673,M75
V940XXA,V94
9513,
M79643,M79
L03019,L03
L03039,L03
9104,S00
K9281,K92
Z8613,Z86
E9821,
H18419,H18
27941,D80
D0502,D05
T438X6A,T43
H7091,H70
C153,C15
S31839A,S31
S92535A,S92
90081,S15
N429,N42
S5422XA,S54
S82002C,S82
L89513,L89
C861,C86
S62235A,S62
S12110S,S12
C467,C46
C4652,C46
C4651,C46
29652,F30
C023,C02
C7259,C72
G528,G52
S35534A,S35
E8110,
0362,
90141,S25
T5192XA,T51
J678,J67
E8100,
73021,M86
S14125D,S14
F13930,F13
80196,S02
S52351B,S52
N038,N03
S52251B,S52
W2212XA,W22
07049,B15
M4852XD,M48
34402,G82
F251,F25
D729,D72
E1359,E13
F19232,F19
F19181,F19
33511,G12
S058X2D,S05
Y9271,Y92
T402X5D,T40
9938,
E9029,
M308,M30
T8601,T86
L568,L56
W891XXA,W89
36565,H40
8053,S12
Z418,Z41
66061,
9559,
N6342,N63
S72431B,S72
K1329,K13
S63259A,S63
M948X9,M94
S52234A,S52
W01190S,W01
I83022,I83
G733,G73
Q7133,Q71
R769,R76
K51914,K51
71891,M24
2358,
T2135XA,T21
6274,N92
E8619,
S42262A,S42
66071,
64612,O31
S145XXD,S14
S143XXD,S14
9309,T15
M7051,M70
M868X0,M86
37621,H05
L89524,L89
H9123,H91
L8940,L89
H748X1,H74
87401,S11
8742,S11
34442,G82
73672,M21
T86298,T86
S85212A,S85
M24572,M24
Q9388,Q93
K642,K64
C490,C49
L97425,L97
L97415,L97
2366,
W2102XA,W21
Y9366,Y93
W1801XA,W18
E0040,
E744,E74
S8981XA,S89
64944,
71191,M00
9192,T07
C185,C18
L303,L30
0748,B08
C4021,C40
Y0759,Y07
C039,C03
T82320A,T82
64223,O10
C8118,C81
M85829,M85
Y9364,Y93
5810,N04
L301,L30
S82145B,S82
S81822A,S81
0849,B50
S066X0S,S06
S92101D,S92
M84461K,M84
M21071,M21
T8383XD,T83
K9410,K94
D421,D42
75615,Q75
T1591XA,T15
I83892,I83
35571,G57
M21072,M21
M20012,M20
M216X1,M21
C680,C68
95911,T14
O9A211,O9A
H81312,H81
D700,D70
V7189,Z04
F19139,F19
H6990,H69
M05142,M05
M05141,M05
M357,M35
M8789,M87
53310,K27
F13230,F13
36514,H40
0071,
F530,F53
R152,R15
S42211G,S42
S42492A,S42
T84624A,T84
S83104A,S83
M24461,M24
S85091A,S85
J95850,J95
73381,M81
T380X1A,T38
I70239,I70
S159XXA,S15
M71121,M71
S92001B,S92
E9057,
T650X1A,T65
75482,Q67
L710,L71
M13869,M13
S92512D,S92
F12188,F12
S12110K,S12
I6991,I69
M3391,M33
J8481,J84
R402321,R40
E8767,
I70231,I70
A363,A36
T83191A,T83
79401,R94
O98811,O98
O468X1,O46
Z8603,Z86
I70313,I70
V293XXA,V29
S4432XA,S44
Z8271,Z82
M3213,M32
M358,M35
N904,N90
I69841,I69
G5691,G56
E8041,
K0520,K05
71840,M24
E701,E70
O1222,O12
G43901,G43
B463,B46
Y92833,Y92
34120,
49312,J45
M00151,M00
S42018A,S42
H49889,H49
S06366A,S06
3010,F60
S1989XA,S19
O98112,O98
I75023,I75
S72442A,S72
37882,H50
Y9344,Y93
86610,S37
Z8550,Z85
G9784,G97
H0489,H04
20042,C83
00804,A04
2701,E72
83805,
8784,
K51319,K51
S82202S,S82
V2940XS,V29
S82872B,S82
S32392B,S32
S32391B,S32
V474XXA,V47
I83223,I83
S5411XA,S54
05472,B00
S64490A,S64
S66120A,S66
S65510A,S65
S65512A,S65
S65514A,S65
S64494A,S64
S64492A,S64
W01110A,W01
01803,A19
05440,B00
O350XX0,O35
O0481,O04
G0401,G04
E7521,E75
Q540,Q54
2450,E06
71956,M25
S82101B,S82
S86821A,S86
T8133XA,T81
K50912,K50
G43819,G43
38801,H93
K8036,K80
S32039D,S32
S22019D,S22
28264,D58
S8254XA,S82
3154,F81
31539,F81
9635,T45
7912,R80
86356,
65931,O61
65911,O61
Z87728,Z87
F6389,F63
H4052X0,H40
73393,M81
H3553,H35
6172,N80
1872,C63
D612,D61
K5532,K55
K5533,K55
52108,K02
E9295,
V801,
C001,C00
C004,C00
T8385XA,T83
T6701XA,T67
T6702XA,T67
Y92482,Y92
7284,M60
T40421A,T40
N810,N81
W2203XA,W22
C8468,C84
81510,S62
B583,B58
E1059,E10
H66011,H66
I82819,I82
M66851,M66
C4492,C44
T24212A,T24
Z30432,Z30
37486,H02
3438,G80
H6012,H60
H61032,H61
I70645,I70
73320,M81
96904,
M85612,M85
E9001,
E9205,
H35379,H35
S52591A,S52
S62326A,S62
53781,K31
S42452A,S42
H818X2,H81
1838,C56
D176,D17
L605,L60
I4460,I44
K55062,K55
80052,S02
37820,H50
Z87738,Z87
0031,A02
40511,I15
S90424A,S90
M7522,M75
T17390A,T17
2142,D17
83109,S43
81513,S62
M62831,M62
G40A01,G40
L0102,L01
S62357A,S62
S52101A,S52
S52001A,S52
N72,N72
M25852,M25
M25851,M25
S12230A,S12
C574,C57
36043,H44
O6013X0,O60
95201,
S92512A,S92
N730,N73
C8337,C83
S14114A,S14
N4831,N48
M84462A,M84
M84464A,M84
Z1832,Z18
I70344,I70
N262,N26
L7633,L76
S59092A,S59
Q261,Q26
Q6689,Q66
1720,C43
1641,
9013,S25
E9651,
C8122,C81
Q824,Q82
O318X31,O31
A770,A77
S51801A,S51
S60031A,S60
S63612A,S63
S12300K,S12
S12400K,S12
S22019K,S22
V4988XD,V49
Z8512,Z85
O320XX0,O32
40400,
H18893,H18
83819,
1211,B66
75839,Q90
74741,
S4351XA,S43
S0211EA,S02
B5731,B57
74441,
74401,
74423,
Q791,Q79
O679,O67
S32482A,S32
4611,J01
9735,
S72142S,S72
S62610B,S62
S56421A,S56
05321,B02
2821,D58
9039,S45
S52502P,S52
W009XXA,W00
Q8742,Q87
Q233,Q23
W503XXA,W50
4958,
A809,A80
S62603B,S62
S62631B,S62
S62621B,S62
S62613B,S62
S62625B,S62
S62623B,S62
W298XXA,W29
I25811,I25
T6291XA,T62
F40231,F40
M50822,M50
H401132,H40
I82713,I82
L97328,L97
I69931,I69
X088XXD,X08
V275XXA,V27
8407,S43
M2042,M20
S0591XS,S05
36421,H20
V2633,
S0510XA,S05
B334,B33
G5692,G56
66604,O72
M20002,M20
E0020,
G5681,G56
V4940XD,V49
S27329D,S27
S27321S,S27
T797XXS,T79
S2249XS,S22
T43214A,T43
I80203,I80
T408X1A,T40
V1309,Z87
I788,I78
F15120,F15
80015,S02
S31649A,S31
03289,A36
N899,N89
T524X1A,T52
S2522XA,S25
S42321A,S42
0491,
C8140,C81
V015,Z20
R82993,R82
Q394,Q39
I256,I25
C9511,C95
S82871C,S82
S82035A,S82
80370,S02
53101,K25
H01005,H01
F848,F84
S30821A,S30
M1A09X0,M1A
G2402,G24
M89552,M89
S82132C,S82
S76192A,S76
S82152A,S82
M87180,M87
T458X5S,T45
B5800,B58
9912,T33
E9043,
N804,N80
I69144,I69
T483X1A,T48
80311,S02
37400,H02
M2609,M26
S40022D,S40
S8012XD,S80
S301XXD,S30
S20212D,S20
S300XXD,S30
G4750,G47
S81801D,S81
W228XXD,W22
S52025A,S52
B552,B55
M71161,M71
S06361A,S06
47412,
M11871,M11
S42351B,S42
S62335B,S62
S42351K,S42
C44599,C44
S3591XA,S35
M1652,M16
M4649,M46
73674,M21
T198XXA,T19
E9659,
30531,F10
M7521,M75
P835,P83
72409,M48
S0210XA,S02
M23203,M23
E852,E85
S5402XA,S54
E8138,
V104XXA,V10
S46912A,S46
V5843,Z51
