icd_code,root
2827,D58
71942,M25
S06359A,S06
G5603,G56
M5001,M50
6144,
6254,N94
T7849XA,T78
T65891A,T65
2693,
52333,K05
80626,S14
80606,S14
56481,K59
6073,N48
E8232,
V0990,Z16
L89626,L89
T444X6A,T44
36563,H40
36573,H40
B948,B94
C9001,C90
5568,K51
K8066,K80
S42354D,S42
6235,N89
80601,S14
86101,
Q639,Q63
29510,F20
F482,F48
S72434A,S72
S82831G,S82
59373,N28
C8591,C85
K5080,K50
N3021,N30
G43709,G43
C50812,C50
71109,M00
542,K36
1580,C48
T382X6A,T38
H44001,H44
D598,D59
E113593,E11
S062X9S,S06
56731,K67
30481,F11
J691,J69
I82C13,I82
T474X1A,T47
I8000,I80
S064X2A,S06
H73899,H73
C44219,C44
G458,G45
S60512A,S60
M60052,M60
28851,D70
V162,Z80
S12201A,S12
C8379,C83
L720,L72
78963,R10
1888,C67
1882,C67
28951,D75
64254,O10
64214,O10
64914,
M10071,M10
I63013,I63
6861,L08
E8301,E83
D538,D53
S82001D,S82
E103513,E10
L89813,L89
S14124A,S14
V539XXA,V53
M24411,M24
2537,E22
C158,C15
M2662,M26
C33,C33
H1013,H10
E8542,
82330,S82
87353,S01
52511,K08
M5000,M50
H8120,H81
99799,
7589,Q90
24981,
F19251,F19
H2511,H25
K5904,K59
L89122,L89
L89819,L89
L89812,L89
R9402,R94
H8113,H81
64981,
67452,O99
67202,O86
65251,O32
S72034A,S72
I4519,I45
F72,F72
K759,K75
O9A22,O9A
O9852,O98
O1414,O14
O99324,O99
O9902,O99
Z30430,Z30
Z6791,Z67
81219,S42
88020,
F10220,F10
Q6210,Q62
S42295D,S42
05443,B00
7833,R63
80116,S02
83305,S63
H47099,H47
9120,S40
W001XXA,W00
72704,M65
7262,M75
L03119,L03
I87393,I87
2271,D35
6851,L05
O722,O72
O864,O86
O9089,O90
O1093,O10
O99825,O99
3089,F43
S22080A,S22
S32040A,S32
30423,F11
38014,H61
C4912,C49
Q8711,Q87
Q872,Q87
S27898A,S27
L89100,L89
4841,B25
S99921A,S99
E9203,
I82B13,I82
M889,M88
S22069D,S22
V892XXD,V89
M4120,M41
T83098A,T83
N99511,N99
N99512,N99
T83028A,T83
64861,
66421,
64882,
5812,N04
5963,N32
G709,G70
M7531,M75
S37061A,S37
V4988XA,V49
M6284,M62
E0530,E05
L111,L11
Z89029,Z89
4170,I28
Q011,Q01
17361,C44
73023,M86
17351,C44
17371,C44
71844,M24
71843,M24
80607,S14
S069X5S,S06
W108XXS,W10
20961,C7A
34440,G82
34881,G93
M158,M15
8251,S99
82531,S99
82534,S99
82535,S99
80123,S02
71597,M15
Q046,Q04
T543X1A,T54
F630,F63
K55049,K55
K353,K35
38869,H93
5970,
6040,N45
6072,N48
30571,F10
09152,A51
R29729,R29
V594,
T84623A,T84
S82202K,S82
82320,S82
G2111,G21
S14122A,S14
S06899A,S06
S12190A,S12
Q893,Q89
K22711,K22
H4010X3,H40
55121,K41
49382,J45
7222,M50
71909,M25
07889,B08
D733,D73
E9411,
2652,
T407X2A,T40
S81802A,S81
S81801A,S81
90082,S15
7936,R93
4481,I78
2230,D30
V4459,
I6051,I60
7366,M21
C966,C96
E8029,E80
5538,K41
E8789,
4533,I82
C674,C67
Q049,Q04
H1851,H18
11283,B37
X998XXA,X99
Y92524,Y92
S42142A,S42
F10131,F10
F13131,F13
F13121,F13
78261,R20
5239,K05
F10931,F10
T18198A,T18
S62641A,S62
S62643A,S62
M7021,M70
I718,I71
R7889,R78
29574,F20
K55032,K55
H4020X2,H40
20480,C91
Z793,Z79
V1861,Z83
Z862,Z86
1307,B58
M79651,M79
I69865,I69
M7062,M70
S82251C,S82
S34109A,S34
S32022B,S32
S82242B,S82
M25062,M25
S32052A,S32
S32042A,S32
S82451C,S82
V4712XA,V47
S92311A,S92
S92331A,S92
S92341A,S92
S82442B,S82
4371,I67
R9721,R97
86330,
86239,S27
86399,
Q212,Q21
7292,M79
29699,F30
7466,
74609,
K267,K26
R2241,R22
N270,N27
M86641,M86
V222,Z34
83906,S13
8442,S83
K1370,K13
87202,S01
N924,N92
3556,G57
M769,M76
6931,
1726,C43
M84412A,M84
T82534A,T82
Y741,Y74
S40921A,S40
F10180,F10
F1014,F10
463,J03
S062X6A,S06
S14156A,S14
T79A9XA,T79
S066X6A,S06
S064X6A,S06
D5700,D57
S9002XA,S90
24280,E05
24291,E05
F1096,F10
Z89021,Z89
8671,S37
1735,C44
04182,B95
58181,N04
29632,F30
71598,M15
T470X5A,T47
Z8739,Z87
74190,Q05
Q0701,Q07
L859,L85
6948,
3060,F45
61800,N81
69515,L53
632,O02
64803,
64683,O31
2330,D05
H02423,H02
M4306,M43
I70248,I70
S52612A,S52
C7A1,C7A
9879,
S12111A,S12
55011,K40
75251,
H918X9,H91
2392,D49
71849,M24
82129,S72
K4190,K41
I69365,I69
A6000,A60
C50921,C50
S60413A,S60
60789,N48
82380,S82
E1039,E10
E103219,E10
S32810A,S32
S42342A,S42
64664,O31
66934,O75
T826XXD,T82
S0521XA,S05
H21531,H21
T6591XA,T65
S064X1A,S06
S061X1A,S06
24210,E05
20975,C7A
Z72820,Z72
O2341,O23
O99321,O99
Z3A01,Z3A
75989,Q89
M13842,M13
M13841,M13
9779,
E9805,
T8469XA,T84
V1361,Z87
T2102XA,T21
T310,T31
X088XXA,X08
H40059,H40
T8610,T86
D135,D13
V8822,
I69844,I69
71901,M25
L02419,L02
J0411,J04
L89313,L89
29284,F19
S42291A,S42
S06329A,S06
S06319A,S06
S02101A,S02
H73893,H73
S06369A,S06
71481,M06
I6329,I63
68101,L03
I669,I66
V1081,Z85
E8182,
X959XXS,X95
M62422,M62
M62421,M62
I82729,I82
S14109S,S14
L89811,L89
9243,S70
46611,J20
78724,R19
G541,G54
2798,D80
30750,F98
28802,D70
05320,B02
D748,D74
D592,D59
T506X5A,T50
I300,I30
7010,L90
J9381,J93
M6249,M62
I69165,I69
56961,K62
035,A46
V638,
9729,T46
99678,T82
E0011,
M9712XA,M97
9108,S00
40200,I11
G4489,G44
H349,H34
Y9373,Y93
73026,M86
3202,G00
37881,H50
34500,G40
5238,K05
28481,D61
28310,D59
C8248,C82
S72321A,S72
S82841A,S82
H11423,H11
D848,D84
E0940,E09
S83207A,S83
F1513,F15
M150,M15
S72111D,S72
I97811,I97
V4321,
38918,H90
28401,D61
2518,
M4647,M46
S60811A,S60
95219,
81102,S42
R4689,R46
R937,R93
73006,M86
73349,M81
73024,M86
M454,M45
Z0000,Z00
R229,R22
37886,H50
4411,I71
A0839,A08
S060X9S,S06
L432,L43
K435,K43
Z9359,Z93
T86821,T86
T86828,T86
0329,A36
F11129,F11
C388,C38
I70223,I70
T495X5A,T49
86600,S37
9041,S75
90441,S75
83661,S83
90442,S75
9562,
8441,S83
8440,S83
F3164,F31
80170,S02
I63133,I63
N144,N14
L949,L94
M438X3,M43
N042,N04
M0800,M08
Q210,Q21
S32028A,S32
T17420A,T17
F13232,F13
F5105,F51
S069X9S,S06
F515,F51
Y3690XS,Y36
Y92232,Y92
E801,E80
I69254,I69
I69222,I69
I69291,I69
I69293,I69
7094,L81
V4965,R68
M5010,M50
K8512,K85
N74,N74
34670,G43
T84041S,T84
W01198S,W01
K605,K60
9063,S31
9060,S31
S52271A,S52
V8656XA,V86
Q248,Q24
86414,S36
78002,R45
87322,S01
79539,R87
Z221,Z22
33392,
3418,
3529,G52
E113292,E11
88002,
8760,S31
8246,S82
61179,N61
3814,H65
H16002,H16
T421X2A,T42
F19921,F19
G2570,G25
M4135,M41
V493XXA,V49
S90812A,S90
S90412A,S90
I8291,I82
E208,E20
3950,I06
3759,H04
2533,E22
4519,I80
M189,M18
80022,S02
38420,
T423X5A,T42
B942,B94
T475X6A,T47
T43216A,T43
E0842,E08
E0822,E08
E08319,E08
T50916A,T50
86809,
M85859,M85
M719,M71
I82591,I82
S72351B,S72
43301,
I25720,I25
2114,
8676,S37
80843,S32
1919,C71
74720,
I83891,I83
L97129,L97
L97119,L97
L942,L94
B019,B01
L89624,L89
K37,K37
N99522,N99
3689,H53
9130,S50
Y903,Y90
48881,J09
4808,J12
6012,N41
28261,D58
3360,G95
F1193,F11
M0890,M08
V0290XA,V02
99771,
7422,Q01
Z91048,Z91
M4727,M47
85185,S06
M4012,M40
Q71892,Q71
R402324,R40
Q898,Q89
Q799,Q79
O6012X0,O60
O85,O85
O45022,O45
O3432,O34
O9883,O98
O09292,O09
O09522,O09
O42112,O42
M064,M06
57471,K80
E249,E24
D8949,D89
75733,
6272,N92
D470,D47
M0680,M06
2704,E72
S27439A,S27
N838,N83
I69891,I69
S2239XA,S22
S45111A,S45
S45211A,S45
W34010S,W34
Q150,Q15
64231,O10
37800,H50
5209,K00
85105,S06
M25471,M25
7030,L60
F71,F71
Z435,Z43
L8946,L89
S0291XA,S02
T424X5S,T42
T7611XA,T76
3221,G03
2888,D70
K431,K43
7249,M48
S82452A,S82
V1651,Z80
E8550,
K2921,K29
T512X1A,T51
H10503,H10
H259,H25
G523,G52
G40119,G40
D090,D09
I677,I67
C672,C67
L929,L92
20511,C92
V0252,
T85638A,T85
V1509,Z91
S22031A,S22
S06339A,S06
J180,J18
20917,C7A
40401,
N08,N08
S61451A,S61
31081,F07
8241,S82
30924,F43
G441,G44
F1924,F19
M00061,M00
I70361,I70
S90822A,S90
D590,D59
K229,K22
S0242XA,S02
I63111,I63
R479,R47
04105,B95
V618,Z63
9393,T19
E9138,
K812,K81
S2241XD,S22
N83292,N83
I378,I37
8701,S01
M5135,M51
K7151,K71
3411,
I6911,I69
K115,K11
T8744,T87
M86152,M86
Z820,Z82
85401,S06
F430,F43
B1921,B19
T43635A,T43
78864,N23
C229,C22
G5132,G51
86353,
6953,L53
M8088XD,M80
71958,M25
C91Z0,C91
E250,E25
Q891,Q89
K55061,K55
J210,J21
Q382,Q38
Q902,Q90
I82462,I82
V6109,Z63
T3795XA,T37
71489,M06
9684,
E8551,
79674,R89
53260,K26
S82102A,S82
64863,
O99012,O99
O2342,O23
O99112,O99
O1402,O14
Z3A22,Z3A
M84411A,M84
H9202,H92
Z9089,Z90
42742,I47
2832,D59
F1223,F12
84512,S96
M10061,M10
T17910A,T17
80609,S14
34403,G82
F205,F20
F802,F80
5235,K05
C7952,C79
H401113,H40
C7830,C78
64224,O10
64864,
64884,
I75021,I75
86229,S27
N99524,N99
C538,C53
S8261XA,S82
X501XXA,X50
T730XXA,T73
T83512A,T83
S8261XD,S82
T83021A,T83
Y0889XA,Y08
G90522,G90
K3533,K35
M328,M32
S61101A,S61
S62521A,S62
5692,K62
I232,I23
N3010,N30
V184XXA,V18
I83228,I83
T8142XD,T81
S76111D,S76
S128XXA,S12
M452,M45
S80811A,S80
1574,C25
S31111A,S31
S41112A,S41
S21212A,S21
S21211A,S21
V6940XA,V69
L03319,L03
Z3A29,Z3A
O134,O13
O1404,O14
O252,O25
T8589XA,T85
71593,M15
B852,B85
T433X5A,T43
86112,
2561,E28
C716,C71
83905,S13
D251,D25
K048,K04
J1281,J12
B9721,B97
T372X5A,T37
3093,F43
2513,
I825Z1,I82
E896,E89
51283,J93
K1232,K12
L97511,L97
T528X4A,T52
G721,G72
T59894A,T59
T511X4A,T51
N641,N64
3108,F07
3201,G00
S032XXA,S03
M4324,M43
M4325,M43
K8081,K80
48230,J15
G7112,G71
S72432A,S72
S92252A,S92
S92222A,S92
W2209XA,W22
S31811A,S31
E0039,
D643,D64
K9401,K94
Z48813,Z48
Z8261,Z82
A6922,A69
I825Z3,I82
G9600,G96
I8501,I85
Y9371,Y93
T185XXA,T18
X781XXA,X78
I69818,I69
N9989,N99
R449,R44
99584,T78
2529,E21
T50994A,T50
E035,E03
28861,D70
H179,H17
S280XXA,S28
S42101A,S42
Y93H3,Y93
Y990,Y99
8971,
99652,T82
99851,T81
E916,
92810,S77
F919,F91
S058X1A,S05
S93402A,S93
M25472,M25
S92352G,S92
S2609XA,S26
502,J62
Z634,Z63
O1494,O14
O4593,O45
O770,O77
O771,O77
Z3A40,Z3A
79552,R87
S62501B,S62
S62399B,S62
S42112A,S42
S0031XA,S00
V200XXA,V20
S1123XA,S11
36206,H35
S06310A,S06
9245,S70
53220,K26
2820,D58
V555,
M21512,M21
G9611,G96
64241,O10
66111,
64681,O31
S79921D,S79
37530,H04
B0052,B00
52469,
G40001,G40
R402424,R40
K52839,K52
4788,J34
24901,
D1779,D17
V1012,Z85
E9304,
1620,C33
S30811A,S30
V285XXA,V28
S40811A,S40
C8318,C83
20080,C83
2395,D49
6209,N83
5769,K91
36845,H53
8782,
W240XXA,W24
S68012A,S68
T85738A,T85
S68613A,S68
S68615A,S68
S68111A,S68
S68627A,S68
F11929,F11
I7776,I77
E8528,
H4742,H47
H47093,H47
Z79890,Z79
0545,B00
0530,B02
S72491S,S72
E103511,E10
N9089,N90
S42401D,S42
Q6101,Q61
S82231B,S82
S51011A,S51
S40011A,S40
I607,I60
F4324,F43
H52209,H52
M01X52,M01
L89621,L89
H9110,H91
53141,K25
C410,C41
R261,R26
Q458,Q45
43885,I69
S82252B,S82
S8252XB,S82
S82452B,S82
S82152B,S82
V0900XA,V09
K277,K27
85223,S06
H02536,H02
G5620,G56
N110,N11
S42145A,S42
27482,M10
Z970,Z97
92320,S40
80024,S02
9802,
E8603,
T8583XA,T85
N61,N61
M65141,M65
7949,R94
86222,S27
T670XXA,T67
X30XXXA,X30
9752,T48
J680,J68
65341,O33
6159,N71
75616,Q75
1272,
20020,C83
C7A012,C7A
C091,C09
F1423,F14
Z7151,Z71
I70245,I70
I70233,I70
I70235,I70
H16003,H16
J218,J21
A4902,A49
E9328,
E8193,
42290,I41
2155,
R718,R71
41082,I21
L89133,L89
C9591,C95
L89142,L89
T365X5A,T36
H353190,H35
S27802A,S27
V2960XA,V29
R3919,R39
L97418,L97
T361X5D,T36
T368X5D,T36
79581,R87
M0510,M05
C44590,C44
M00262,M00
M00272,M00
L02612,L02
S90512A,S90
K4130,K41
C49A9,C49
K9131,K91
C9141,C91
H7092,H70
H66002,H66
80115,S02
07031,B15
85101,S06
S62397B,S62
V575XXA,V57
S2329XA,S23
G527,G52
1950,C76
S02641A,S02
S0266XB,S02
20930,C7A
20971,C7A
36203,H35
T83111A,T83
R009,R00
04183,B95
Y93E8,Y93
G9050,G90
K634,K63
T496X5A,T49
M314,M31
4467,
0578,B08
8731,S01
3083,F43
E103599,E10
E1049,E10
R933,R93
33382,
T82513A,T82
T84031A,T84
J679,J67
L700,L70
I7100,I71
S32020A,S32
S92911A,S92
R1033,R10
S80822A,S80
S80821A,S80
K50812,K50
B354,B35
Z79811,Z79
Z887,Z88
2776,E84
H04121,H04
S82891A,S82
G44309,G44
43380,
Q281,Q28
Z638,Z63
I688,I68
2978,F22
N119,N11
Q628,Q62
M71571,M71
S24104A,S24
S22009A,S22
M5134,M51
M40205,M40
S92351A,S92
T191XXA,T19
N5082,N50
S62001A,S62
W002XXA,W00
82130,S72
80859,S32
92720,
81509,S62
81409,S62
99641,T82
H47019,H47
E1036,E10
M21619,M21
7935,R93
Z941,Z94
3203,G00
S168XXA,S16
S32432A,S32
H73892,H73
S01411A,S01
H15009,H15
I63539,I63
H5122,H51
S62324A,S62
2370,D44
I6509,I65
I82542,I82
I825Z2,I82
O2412,O24
O99354,O99
O2662,O26
O99214,O99
O99284,O99
7235,M48
C257,C25
71107,M00
5967,N32
H7192,H71
45931,R58
2579,E29
31509,F81
K252,K25
Z5320,Z53
I87309,I87
E9100,
E0026,
E8314,
E113219,E11
E9883,
K9412,K94
I6020,I60
F19231,F19
1588,C48
J430,J43
V5415,Z51
34401,G82
T381X6A,T38
1745,C50
N951,N95
M62561,M62
Z1509,Z15
37274,H10
37100,H17
S32431A,S32
M247,M24
O98812,O98
O26612,O26
Z3A17,Z3A
L97212,L97
L97512,L97
E113291,E11
S04012A,S04
0701,B15
C069,C06
I6622,I66
63411,O03
63421,O03
20380,C90
B460,B46
3593,G71
O1415,O14
Z85238,Z85
S0292XA,S02
S70211A,S70
S60812A,S60
S75022A,S75
S71132A,S71
S3130XA,S31
C4921,C49
S72092A,S72
S0269XA,S02
H918X1,H91
7079,L89
H9012,H90
T84041A,T84
G650,G65
36843,H53
T380X6A,T38
9552,
9033,S45
2862,D66
6268,N91
V1329,Z87
1461,C09
Z0389,Z03
H5210,H52
M4658,M46
6201,N83
I69119,I69
Z4789,Z47
M4720,M47
I63513,I63
Z8529,Z85
T448X6A,T44
55012,K40
E3451,E34
E9292,
Z1211,Z12
S066X8A,S06
19881,C79
T378X6A,T37
E108,E10
H43811,H43
Z724,Z72
S85012A,S85
S82142A,S82
S82831A,S82
F17201,F17
G231,G23
Y998,Y99
66574,
67014,
66624,O72
I362,I36
27789,E84
S82002A,S82
M4850XS,M48
99565,T78
T380X5D,T38
E1159,E11
M2602,M26
80046,S02
R2243,R22
T82110D,T82
C673,C67
T8332XA,T83
Y761,Y76
2249,D31
85240,S06
80421,S02
S0921XA,S09
7273,M65
2722,E78
75160,Q43
2337,D05
8488,S03
E9278,
S99912A,S99
S99911A,S99
32732,G47
S2690XA,S26
T44901A,T44
S15002A,S15
S15302A,S15
A568,A56
Y35023A,Y35
W3400XD,W34
S14114D,S14
L601,L60
G5622,G56
T33822A,T33
T33522A,T33
T33521A,T33
T3302XA,T33
Y92828,Y92
65414,O34
66554,
G5700,G57
S32471A,S32
S52501B,S52
S52201A,S52
S62610A,S62
S62612A,S62
S62614A,S62
S62646A,S62
7282,M60
T81506A,T81
4578,I97
R7982,R79
S06351A,S06
S5002XA,S50
8509,S06
V0179,Z20
81323,S52
83901,S13
S62637B,S62
S62633B,S62
S62635B,S62
S8251XB,S82
V890XXA,V89
S82831D,S82
V499XXD,V49
74729,
S55111A,S55
31234,F91
H4923,H49
T7800XA,T78
S060X1A,S06
S83511A,S83
K50112,K50
Z77098,Z77
20030,C83
1340,B87
4738,J32
34430,G82
60010,N40
9054,S02
37853,H50
87352,S01
0059,A05
5583,K52
Q539,Q53
56882,K66
N842,N84
H15102,H15
G5680,G56
99563,T78
80011,S02
K149,K14
64934,
67484,O99
64904,
O99322,O99
O98412,O98
O99332,O99
64763,
64883,
20284,C82
V5481,Z51
N055,N05
R2233,R22
S00572A,S00
S52045A,S52
S42024A,S42
M25521,M25
M4635,M46
C210,C21
S3710XA,S37
S0292XD,S02
W06XXXD,W06
81302,S52
5278,K11
F450,F45
T8586XA,T85
Y772,Y77
C7652,C76
S24101S,S24
S02652B,S02
S02651A,S02
V8655XA,V86
S42152A,S42
S22062A,S22
S32041A,S32
3393,G44
F19931,F19
T8622,T86
B309,B30
A059,A05
R091,R09
30759,F98
72743,M65
N764,N76
N762,N76
N766,N76
I011,I01
M4636,M46
6149,
7209,M45
H18899,H18
72273,M50
73729,M40
V138,Z87
T5492XA,T54
T483X2A,T48
S41101A,S41
M79675,M79
S42001D,S42
T85621A,T85
S43004A,S43
I70229,I70
82003,S72
81003,S42
3879,H80
S2500XS,S25
V892XXS,V89
T594X1S,T59
J683,J68
I219,I21
75739,
Y763,Y76
38922,H90
G10,G10
80315,S02
86342,
80313,S02
80220,S02
9182,
E914,
36231,H35
M4310,M43
C8588,C85
A150,A15
3538,
I70701,I70
I63212,I63
S0012XA,S00
1764,C46
84503,S96
7083,L50
78443,G44
S02622A,S02
8448,S83
C49A3,C49
S42132A,S42
S0184XA,S01
W3400XA,W34
S0104XA,S01
S92141A,S92
K9132,K91
L02811,L02
J95861,J95
E83118,E83
I8002,I80
Q265,Q26
80065,S02
E9650,
20722,C94
S82844A,S82
T445X1A,T44
D561,D56
S82841D,S82
1498,C14
N022,N02
78072,R45
R7981,R79
0360,
C419,C41
O700,O70
81504,S62
5581,K52
H53123,H53
T83718A,T83
4475,I77
E8841,E88
I492,I49
E113519,E11
29560,F20
V5359,
20970,C7A
A528,A52
R411,R41
M19019,M19
E9472,
L632,L63
E9460,
M84472A,M84
K9509,K95
5529,K41
72871,M60
V6759,Z09
7015,L90
99603,T82
S82842D,S82
9268,
7232,M48
M25522,M25
M71561,M71
K5651,K56
I70293,I70
1707,C41
29211,F19
Q6119,Q61
S82832D,S82
99653,T82
37921,H15
K4030,K40
53370,K27
M00851,M00
M84451A,M84
M84454A,M84
T84090A,T84
L8945,L89
H359,H35
W1831XA,W18
M11232,M11
17391,C44
D7821,D78
C4490,C44
K630,K63
Z4509,Z45
I7773,I77
3548,G56
S8991XS,S89
M86679,M86
K741,K74
80625,S14
I82419,I82
I82439,I82
I82449,I82
64201,O10
L97823,L97
S8782XS,S87
S36531A,S36
S31609A,S31
S3511XA,S35
S36230A,S36
S36430A,S36
S358X1A,S35
W3302XA,W33
S3982XA,S39
6850,L05
H5411,H54
72990,M79
74103,Q05
83920,S13
S8982XA,S89
W268XXA,W26
2419,E04
M340,M34
V558,
R29734,R29
53410,K28
V653,Z76
I8392,I83
S14105S,S14
S12400S,S12
S14104S,S14
S12300S,S12
73734,M40
V6141,Z63
D7831,D78
C482,C48
C7960,C79
D271,D27
H168,H16
Y33XXXA,Y33
36811,H53
64623,O31
9189,
I288,I28
Z5189,Z51
7012,L90
37952,H15
36801,H53
F310,F31
C8289,C82
2740,M10
1722,C43
36589,H40
37721,H47
2159,
C44310,C44
N521,N52
R632,R63
G131,G13
99670,T82
2123,D14
E8705,
M6088,M60
0270,A32
7533,
H47399,H47
Q402,Q40
N6019,N60
E9329,
3552,G57
M25432,M25
C4922,C49
80362,S02
E8200,
N29,N29
T45515S,T45
05312,B02
N16,N16
T82598D,T82
S62631A,S62
Z89442,Z89
Q789,Q78
S7292XD,S72
S82202D,S82
20037,C83
S51851A,S51
S31641A,S31
Z1889,Z18
A199,A19
T82330S,T82
S2610XA,S26
S3632XA,S36
S27808A,S27
V485XXA,V48
32725,G47
35781,G61
37710,H47
H4720,H47
B850,B85
H4722,H47
T38896A,T38
E08649,E08
Q079,Q07
Q8789,Q87
H16121,H16
E8849,E88
Q998,Q99
H47299,H47
J45990,J45
M5020,M50
H3322,H33
74732,
I200,I20
C6290,C62
I8001,I80
6279,N92
H53453,H53
5264,K09
Y9384,Y93
Y92032,Y92
M79669,M79
V5844,Z51
5890,N27
H02234,H02
M26601,M26
N3040,N30
V606,
K434,K43
N99538,N99
S52022B,S52
S0219XB,S02
S36538A,S36
S36532A,S36
S06810A,S06
05379,B02
S72051A,S72
S52292A,S52
T83012A,T83
28953,D75
S22011A,S22
S22021A,S22
9839,T54
9472,T28
9471,T28
Z7409,Z74
9878,
E8694,
M2450,M24
T82817A,T82
M79644,M79
T829XXA,T82
N486,N48
I25728,I25
R058,R05
Q068,Q06
D34,D34
Q0700,Q07
J153,J15
I636,I63
L985,L98
M9669,M96
V4509,Z95
D038,D03
R2231,R22
S12121A,S12
E7401,E74
I63213,I63
7141,M06
N914,N91
M083,M08
K146,K14
H5351,H53
R483,R48
81612,S62
L97528,L97
T795XXA,T79
L89223,L89
L89109,L89
K061,K06
K0510,K05
S0300XA,S03
31230,F91
I82B19,I82
M6208,M62
T466X6A,T46
64801,
25091,E11
67412,O99
V252,Z30
64611,O31
V2389,O09
T82590A,T82
Q614,Q61
H1852,H18
D225,D22
Z8509,Z85
I229,I22
Z2231,Z22
H43399,H43
N485,N48
B54,B54
20301,C90
71940,M25
Y93H2,Y93
S00512A,S00
D824,D82
H01009,H01
L98428,L98
H47013,H47
56942,K62
71944,M25
99585,T78
I69154,I69
D641,D64
K119,K11
94420,T23
E9240,
N019,N01
53501,K29
I69344,I69
6391,O08
6214,N84
65963,O61
T483X5A,T48
37856,H50
R402250,R40
R402130,R40
T39011A,T39
1231,
85216,S06
C8352,C83
V1381,Z87
9042,S75
E9108,
28952,D75
R808,R80
9642,T45
9605,
E8582,
E856,
S92322A,S92
I63522,I63
B0050,B00
V1053,Z85
S06309A,S06
S42151A,S42
2365,
4253,I42
52310,K05
K613,K61
T86832,T86
S37012A,S37
S334XXA,S33
R402144,R40
R402244,R40
S52611A,S52
V274XXA,V27
T420X6A,T42
O98512,O98
Z3A20,Z3A
M50022,M50
K0530,K05
N813,N81
36252,H35
K50118,K50
Z1152,Z11
T17928A,T17
I445,I44
H47291,H47
J157,J15
M130,M13
N909,N90
N8301,N83
M84453D,M84
N111,N11
36205,H35
36207,H35
M86661,M86
I69054,I69
M19079,M19
S72001D,S72
53270,K26
T830,T83
M86611,M86
M86619,M86
A630,A63
C108,C10
M7120,M71
G44319,G44
937,T18
C671,C67
C670,C67
K9186,K91
K0253,K02
H93A2,H93
6205,N83
5293,K14
H90A31,H90
H90A22,H90
K08499,K08
M7158,M71
H4010X1,H40
M7500,M75
K50914,K50
N118,N11
N994,N99
N731,N73
T83198A,T83
F17219,F17
T83123A,T83
N734,N73
M65241,M65
N4883,N48
41040,I21
S020XXD,S02
S065X9D,S06
W11XXXD,W11
Z938,Z93
Y92031,Y92
4243,I34
I82722,I82
I82521,I82
H5315,H53
H35341,H35
S22071A,S22
V4985,R68
E9313,
0529,B01
4838,J15
5260,K09
J0300,J03
2442,E89
H3320,H33
T79A11A,T79
T7421XA,T74
S60410A,S60
S20111A,S20
T40602A,T40
T481X2A,T48
B9623,B96
Q602,Q60
9594,T14
F558,F55
F17298,F17
D497,D49
M8508,M85
I70219,I70
7942,R94
O9912,O99
O368130,O36
2972,F22
E8541,
41032,I21
B250,B25
E10618,E10
M65321,M65
Z87441,Z87
M87875,M87
M87874,M87
9998,T88
J431,J43
S12290A,S12
V877XXA,V87
F1114,F11
M4682,M46
T374X5A,T37
Y791,Y79
M40203,M40
F959,F95
Q672,Q67
O3413,O34
H348312,H34
R3914,R39
4800,J12
0790,B97
T511X1A,T51
71237,
S52591B,S52
S66122A,S66
S66124A,S66
S6401XA,S64
S6411XA,S64
30541,F10
T39311A,T39
V1061,Z85
7218,M47
Q6589,Q65
Z2251,Z22
S14111A,S14
R402111,R40
R402211,R40
R402311,R40
Y702,Y70
S062X1A,S06
S42191A,S42
H2513,H25
V0300XA,V03
K904,K90
3562,G60
V1000,Z85
R29740,R29
S12041A,S12
H6690,H66
H9313,H93
71222,
72211,M50
72251,M50
E368,E36
S92912D,S92
W2203XD,W22
Q968,Q96
Q180,Q18
Y9369,Y93
S3639XA,S36
Z4542,Z45
Q8781,Q87
H02409,H02
E7251,E72
2669,E53
S93401A,S93
M62152,M62
S42302D,S42
J410,J41
I861,I86
36253,H35
M041,M04
R836,R83
S90911A,S90
H33012,H33
B479,B47
T8489XA,T84
07022,B15
Q399,Q39
M2580,M25
S2249XD,S22
W08XXXD,W08
C119,C11
H7012,H70
J322,J32
F1610,F16
W219XXA,W21
J438,J43
V4389,
H0100A,H01
43812,I69
I2783,I27
O8612,O86
1869,C62
72691,M75
M7501,M75
20040,C83
S22050A,S22
M71122,M71
D291,D29
C7919,C79
S86811A,S86
F13929,F13
C7839,C78
W230XXA,W23
H50011,H50
H1032,H10
72741,M65
G609,G60
2339,D05
Z91011,Z91
5645,K59
D6182,D61
Z1501,Z15
99741,
G622,G62
T65893S,T65
Y367X0S,Y36
I208,I20
M4692,M46
Q246,Q24
36522,H40
33391,
5162,J84
S91012A,S91
C8312,C83
C8319,C83
D89833,D89
M19031,M19
E8793,
N6322,N63
E7881,E78
Q324,Q32
N35819,N35
2154,
S72422A,S72
W172XXA,W17
Y042XXA,Y04
R460,R46
L97521,L97
6164,N72
G461,G46
I5089,I50
D239,D23
9196,T07
64831,
67012,
T403X2A,T40
T8202XA,T82
A039,A03
Z202,Z20
S82112B,S82
M859,M85
92800,S77
9697,
30441,F11
E8589,
64232,O10
64931,
64662,O31
66401,
G9381,G93
E11359,E11
H542,H54
S32030A,S32
K614,K61
2897,D75
E9801,
7217,M47
K5931,K59
Q039,Q03
D595,D59
S80862A,S80
79929,R69
V5873,Z51
D890,D89
